OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID
SO - 0004347,In-Store,WARE-NMK1003,15/5/2019,18/10/2019,5/11/2019,12/11/2019,USD,8,14,183,11
SO - 0004348,In-Store,WARE-NMK1003,15/5/2019,18/10/2019,6/11/2019,16/11/2019,USD,3,16,133,8
SO - 0004349,In-Store,WARE-PUJ1005,15/5/2019,18/10/2019,1/11/2019,9/11/2019,USD,8,12,315,37
SO - 0004350,Online,WARE-XYS1001,15/5/2019,18/10/2019,11/11/2019,18/11/2019,USD,18,41,17,39
SO - 0004351,Distributor,WARE-UHY1004,15/5/2019,18/10/2019,27/10/2019,31/10/2019,USD,23,41,237,18
SO - 0004352,Online,WARE-PUJ1005,23/8/2019,18/10/2019,14/11/2019,23/11/2019,USD,15,33,299,23
SO - 0004353,Wholesale,WARE-XYS1001,15/5/2019,19/10/2019,9/11/2019,11/11/2019,USD,28,37,33,37
SO - 0004354,Online,WARE-PUJ1005,15/5/2019,19/10/2019,15/11/2019,22/11/2019,USD,14,2,309,10
SO - 0004355,In-Store,WARE-XYS1001,15/5/2019,19/10/2019,13/11/2019,16/11/2019,USD,12,11,12,19
SO - 0004356,Online,WARE-UHY1004,23/8/2019,19/10/2019,2/11/2019,12/11/2019,USD,20,20,211,6
SO - 0004357,Wholesale,WARE-NMK1003,23/8/2019,19/10/2019,23/10/2019,2/11/2019,USD,27,43,105,46
SO - 0004358,In-Store,WARE-XYS1001,15/5/2019,19/10/2019,11/11/2019,16/11/2019,USD,11,2,25,29
SO - 0004359,Online,WARE-NBV1002,15/5/2019,19/10/2019,5/11/2019,9/11/2019,USD,13,26,65,25
SO - 0004360,In-Store,WARE-MKL1006,23/8/2019,19/10/2019,10/11/2019,11/11/2019,USD,12,45,334,46
SO - 0004361,Online,WARE-NBV1002,15/5/2019,19/10/2019,5/11/2019,14/11/2019,USD,17,26,81,45
SO - 0004362,Online,WARE-UHY1004,23/8/2019,19/10/2019,16/11/2019,26/11/2019,USD,19,39,255,15
SO - 0004363,In-Store,WARE-NMK1003,15/5/2019,20/10/2019,3/11/2019,4/11/2019,USD,12,18,88,33
SO - 0004364,In-Store,WARE-XYS1001,15/5/2019,20/10/2019,12/11/2019,19/11/2019,USD,12,20,55,38
SO - 0004365,In-Store,WARE-NMK1003,15/5/2019,20/10/2019,6/11/2019,9/11/2019,USD,10,5,168,35
SO - 0004366,Online,WARE-NMK1003,23/8/2019,20/10/2019,16/11/2019,21/11/2019,USD,14,50,133,15
SO - 0004367,In-Store,WARE-NMK1003,23/8/2019,20/10/2019,2/11/2019,4/11/2019,USD,2,6,129,38
SO - 0004368,In-Store,WARE-PUJ1005,15/5/2019,20/10/2019,26/10/2019,1/11/2019,USD,9,8,265,20
SO - 0004369,In-Store,WARE-NMK1003,15/5/2019,20/10/2019,26/10/2019,2/11/2019,USD,6,47,102,11
SO - 0004370,In-Store,WARE-NMK1003,15/5/2019,20/10/2019,7/11/2019,13/11/2019,USD,10,23,197,3
SO - 0004371,In-Store,WARE-NBV1002,15/5/2019,21/10/2019,18/11/2019,24/11/2019,USD,9,2,68,14
SO - 0004372,Online,WARE-NMK1003,23/8/2019,21/10/2019,13/11/2019,21/11/2019,USD,17,39,151,8
SO - 0004373,Online,WARE-PUJ1005,15/5/2019,21/10/2019,31/10/2019,10/11/2019,USD,17,10,328,35
SO - 0004374,Online,WARE-PUJ1005,15/5/2019,21/10/2019,2/11/2019,4/11/2019,USD,20,25,325,28
SO - 0004375,Wholesale,WARE-PUJ1005,23/8/2019,21/10/2019,24/10/2019,2/11/2019,USD,26,33,291,38
SO - 0004376,Wholesale,WARE-PUJ1005,23/8/2019,21/10/2019,13/11/2019,20/11/2019,USD,27,48,320,27
SO - 0004377,In-Store,WARE-MKL1006,23/8/2019,22/10/2019,11/11/2019,20/11/2019,USD,5,46,333,46
SO - 0004378,In-Store,WARE-MKL1006,23/8/2019,22/10/2019,14/11/2019,19/11/2019,USD,3,40,340,40
SO - 0004379,Distributor,WARE-UHY1004,23/8/2019,22/10/2019,10/11/2019,14/11/2019,USD,21,26,251,15
SO - 0004380,Wholesale,WARE-NMK1003,15/5/2019,22/10/2019,11/11/2019,20/11/2019,USD,27,14,145,15
SO - 0004381,In-Store,WARE-MKL1006,23/8/2019,22/10/2019,30/10/2019,5/11/2019,USD,7,20,366,7
SO - 0004382,In-Store,WARE-MKL1006,23/8/2019,22/10/2019,6/11/2019,16/11/2019,USD,4,18,338,15
SO - 0004383,In-Store,WARE-XYS1001,23/8/2019,22/10/2019,18/11/2019,25/11/2019,USD,2,11,54,14
SO - 0004384,Online,WARE-MKL1006,23/8/2019,22/10/2019,6/11/2019,15/11/2019,USD,19,20,340,23
SO - 0004385,In-Store,WARE-PUJ1005,15/5/2019,23/10/2019,7/11/2019,9/11/2019,USD,6,34,328,17
SO - 0004386,In-Store,WARE-XYS1001,15/5/2019,23/10/2019,28/10/2019,5/11/2019,USD,5,39,1,33
SO - 0004387,In-Store,WARE-PUJ1005,23/8/2019,23/10/2019,28/10/2019,7/11/2019,USD,9,22,304,17
SO - 0004388,Wholesale,WARE-NMK1003,15/5/2019,23/10/2019,5/11/2019,6/11/2019,USD,26,23,122,47
SO - 0004389,In-Store,WARE-UHY1004,23/8/2019,23/10/2019,10/11/2019,15/11/2019,USD,12,23,207,11
SO - 0004390,Distributor,WARE-UHY1004,23/8/2019,23/10/2019,30/10/2019,7/11/2019,USD,24,40,214,8
SO - 0004391,Wholesale,WARE-UHY1004,15/5/2019,24/10/2019,21/11/2019,30/11/2019,USD,26,29,209,39
SO - 0004392,Online,WARE-MKL1006,23/8/2019,24/10/2019,16/11/2019,22/11/2019,USD,18,34,335,10
SO - 0004393,In-Store,WARE-UHY1004,23/8/2019,24/10/2019,15/11/2019,25/11/2019,USD,1,6,246,41
SO - 0004394,In-Store,WARE-MKL1006,15/5/2019,24/10/2019,4/11/2019,11/11/2019,USD,2,2,360,27
SO - 0004395,In-Store,WARE-NMK1003,23/8/2019,24/10/2019,15/11/2019,22/11/2019,USD,11,17,174,45
SO - 0004396,In-Store,WARE-NBV1002,15/5/2019,24/10/2019,2/11/2019,5/11/2019,USD,7,14,60,3
SO - 0004397,Online,WARE-NMK1003,15/5/2019,24/10/2019,3/11/2019,12/11/2019,USD,13,6,102,42
SO - 0004398,In-Store,WARE-NMK1003,15/5/2019,24/10/2019,12/11/2019,19/11/2019,USD,7,1,116,4
SO - 0004399,Distributor,WARE-NMK1003,15/5/2019,24/10/2019,30/10/2019,8/11/2019,USD,21,34,88,3
SO - 0004400,Online,WARE-PUJ1005,15/5/2019,24/10/2019,8/11/2019,9/11/2019,USD,20,28,295,6
SO - 0004401,Distributor,WARE-PUJ1005,15/5/2019,24/10/2019,4/11/2019,12/11/2019,USD,21,24,295,41
SO - 0004402,Distributor,WARE-UHY1004,23/8/2019,24/10/2019,14/11/2019,23/11/2019,USD,21,22,240,46
SO - 0004403,In-Store,WARE-PUJ1005,23/8/2019,25/10/2019,9/11/2019,16/11/2019,USD,7,6,271,4
SO - 0004404,In-Store,WARE-XYS1001,23/8/2019,25/10/2019,29/10/2019,2/11/2019,USD,11,21,11,4
SO - 0004405,Online,WARE-NBV1002,23/8/2019,25/10/2019,16/11/2019,19/11/2019,USD,12,35,80,47
SO - 0004406,Online,WARE-NMK1003,15/5/2019,25/10/2019,10/11/2019,15/11/2019,USD,17,34,143,35
SO - 0004407,In-Store,WARE-PUJ1005,23/8/2019,26/10/2019,12/11/2019,14/11/2019,USD,3,3,309,19
SO - 0004408,Online,WARE-XYS1001,23/8/2019,26/10/2019,23/11/2019,28/11/2019,USD,18,44,12,23
SO - 0004409,Online,WARE-NMK1003,23/8/2019,26/10/2019,6/11/2019,9/11/2019,USD,14,37,185,47
SO - 0004410,Online,WARE-PUJ1005,23/8/2019,26/10/2019,23/11/2019,24/11/2019,USD,13,28,328,20
SO - 0004411,Distributor,WARE-NMK1003,23/8/2019,26/10/2019,14/11/2019,22/11/2019,USD,23,29,185,35
SO - 0004412,In-Store,WARE-PUJ1005,15/5/2019,26/10/2019,17/11/2019,23/11/2019,USD,3,50,284,32
SO - 0004413,Online,WARE-NMK1003,15/5/2019,26/10/2019,23/11/2019,1/12/2019,USD,18,24,129,6
SO - 0004414,Online,WARE-NMK1003,23/8/2019,26/10/2019,22/11/2019,24/11/2019,USD,20,19,147,6
SO - 0004415,In-Store,WARE-XYS1001,23/8/2019,26/10/2019,17/11/2019,22/11/2019,USD,11,20,31,23
SO - 0004416,Distributor,WARE-MKL1006,23/8/2019,26/10/2019,23/11/2019,3/12/2019,USD,21,3,361,46
SO - 0004417,Distributor,WARE-XYS1001,15/5/2019,26/10/2019,14/11/2019,21/11/2019,USD,23,7,44,35
SO - 0004418,In-Store,WARE-XYS1001,23/8/2019,26/10/2019,17/11/2019,18/11/2019,USD,1,8,55,45
SO - 0004419,In-Store,WARE-MKL1006,23/8/2019,26/10/2019,19/11/2019,25/11/2019,USD,3,48,340,13
SO - 0004420,Distributor,WARE-NMK1003,15/5/2019,27/10/2019,10/11/2019,18/11/2019,USD,24,44,162,8
SO - 0004421,Wholesale,WARE-XYS1001,23/8/2019,27/10/2019,14/11/2019,18/11/2019,USD,28,13,13,39
SO - 0004422,In-Store,WARE-PUJ1005,15/5/2019,27/10/2019,1/11/2019,9/11/2019,USD,2,8,284,46
SO - 0004423,In-Store,WARE-NBV1002,23/8/2019,27/10/2019,10/11/2019,12/11/2019,USD,9,2,69,29
SO - 0004424,In-Store,WARE-NMK1003,23/8/2019,27/10/2019,21/11/2019,29/11/2019,USD,11,29,180,8
SO - 0004425,In-Store,WARE-UHY1004,23/8/2019,27/10/2019,14/11/2019,21/11/2019,USD,6,34,236,44
SO - 0004426,In-Store,WARE-MKL1006,23/8/2019,27/10/2019,3/11/2019,13/11/2019,USD,11,35,348,29
SO - 0004427,Online,WARE-MKL1006,23/8/2019,28/10/2019,16/11/2019,26/11/2019,USD,19,17,338,3
SO - 0004428,Online,WARE-PUJ1005,23/8/2019,28/10/2019,21/11/2019,26/11/2019,USD,13,15,289,47
SO - 0004429,Distributor,WARE-NMK1003,23/8/2019,28/10/2019,18/11/2019,24/11/2019,USD,20,45,190,14
SO - 0004430,Online,WARE-NMK1003,23/8/2019,28/10/2019,13/11/2019,22/11/2019,USD,20,3,98,12
SO - 0004431,Online,WARE-NMK1003,15/5/2019,28/10/2019,22/11/2019,24/11/2019,USD,12,24,143,15
SO - 0004432,In-Store,WARE-NMK1003,23/8/2019,28/10/2019,5/11/2019,6/11/2019,USD,11,26,126,47
SO - 0004433,Online,WARE-NBV1002,15/5/2019,28/10/2019,6/11/2019,16/11/2019,USD,18,33,76,10
SO - 0004434,In-Store,WARE-NMK1003,15/5/2019,28/10/2019,21/11/2019,25/11/2019,USD,7,43,146,46
SO - 0004435,In-Store,WARE-UHY1004,15/5/2019,28/10/2019,1/11/2019,11/11/2019,USD,5,9,245,42
SO - 0004436,Online,WARE-PUJ1005,15/5/2019,28/10/2019,9/11/2019,15/11/2019,USD,13,16,280,12
SO - 0004437,Online,WARE-NMK1003,23/8/2019,29/10/2019,17/11/2019,18/11/2019,USD,19,37,161,36
SO - 0004438,Online,WARE-NMK1003,23/8/2019,29/10/2019,1/11/2019,2/11/2019,USD,14,25,169,34
SO - 0004439,Online,WARE-NMK1003,15/5/2019,29/10/2019,7/11/2019,17/11/2019,USD,18,40,163,37
SO - 0004440,Online,WARE-PUJ1005,15/5/2019,29/10/2019,1/11/2019,11/11/2019,USD,17,3,288,15
SO - 0004441,In-Store,WARE-UHY1004,23/8/2019,30/10/2019,18/11/2019,24/11/2019,USD,2,4,212,26
SO - 0004442,In-Store,WARE-UHY1004,23/8/2019,30/10/2019,25/11/2019,28/11/2019,USD,7,50,249,29
SO - 0004443,Distributor,WARE-XYS1001,15/5/2019,30/10/2019,24/11/2019,25/11/2019,USD,24,44,42,26
SO - 0004444,Online,WARE-XYS1001,15/5/2019,30/10/2019,14/11/2019,18/11/2019,USD,19,14,10,7
SO - 0004445,Wholesale,WARE-NMK1003,23/8/2019,30/10/2019,17/11/2019,18/11/2019,USD,26,6,120,2
SO - 0004446,Online,WARE-NMK1003,15/5/2019,30/10/2019,8/11/2019,9/11/2019,USD,20,46,97,21
SO - 0004447,Online,WARE-XYS1001,23/8/2019,30/10/2019,16/11/2019,19/11/2019,USD,17,13,42,22
SO - 0004448,Online,WARE-XYS1001,15/5/2019,30/10/2019,17/11/2019,23/11/2019,USD,12,44,4,16
SO - 0004449,Distributor,WARE-UHY1004,23/8/2019,31/10/2019,26/11/2019,3/12/2019,USD,22,15,247,36
SO - 0004450,Distributor,WARE-UHY1004,23/8/2019,31/10/2019,11/11/2019,21/11/2019,USD,25,36,205,29
SO - 0004451,Wholesale,WARE-NMK1003,23/8/2019,31/10/2019,10/11/2019,17/11/2019,USD,28,10,176,10
SO - 0004452,Online,WARE-NMK1003,15/5/2019,31/10/2019,13/11/2019,22/11/2019,USD,18,22,160,26
SO - 0004453,In-Store,WARE-XYS1001,23/8/2019,31/10/2019,25/11/2019,27/11/2019,USD,8,47,38,2
SO - 0004454,Online,WARE-NMK1003,15/5/2019,1/11/2019,10/11/2019,15/11/2019,USD,13,10,155,8
SO - 0004455,In-Store,WARE-UHY1004,23/8/2019,1/11/2019,15/11/2019,20/11/2019,USD,11,40,252,23
SO - 0004456,In-Store,WARE-UHY1004,23/8/2019,1/11/2019,26/11/2019,1/12/2019,USD,7,42,247,11
SO - 0004457,In-Store,WARE-XYS1001,15/5/2019,1/11/2019,19/11/2019,22/11/2019,USD,5,17,17,44
SO - 0004458,Online,WARE-PUJ1005,23/8/2019,1/11/2019,25/11/2019,30/11/2019,USD,18,15,321,5
SO - 0004459,Online,WARE-PUJ1005,23/8/2019,1/11/2019,27/11/2019,7/12/2019,USD,15,39,270,3
SO - 0004460,In-Store,WARE-NMK1003,23/8/2019,1/11/2019,16/11/2019,25/11/2019,USD,6,14,203,23
SO - 0004461,Online,WARE-UHY1004,23/8/2019,1/11/2019,20/11/2019,29/11/2019,USD,19,4,213,13
SO - 0004462,In-Store,WARE-MKL1006,23/8/2019,1/11/2019,5/11/2019,15/11/2019,USD,10,6,365,46
SO - 0004463,Distributor,WARE-NMK1003,15/5/2019,1/11/2019,13/11/2019,21/11/2019,USD,25,20,170,7
SO - 0004464,Wholesale,WARE-NMK1003,23/8/2019,2/11/2019,27/11/2019,28/11/2019,USD,28,15,136,21
SO - 0004465,Wholesale,WARE-NMK1003,23/8/2019,2/11/2019,7/11/2019,10/11/2019,USD,27,29,143,4
SO - 0004466,Online,WARE-XYS1001,23/8/2019,2/11/2019,29/11/2019,9/12/2019,USD,20,10,17,34
SO - 0004467,In-Store,WARE-XYS1001,15/5/2019,2/11/2019,22/11/2019,30/11/2019,USD,10,33,48,34
SO - 0004468,Wholesale,WARE-XYS1001,15/5/2019,2/11/2019,25/11/2019,4/12/2019,USD,27,11,54,28
SO - 0004469,Distributor,WARE-MKL1006,23/8/2019,2/11/2019,29/11/2019,3/12/2019,USD,24,48,352,12
SO - 0004470,Distributor,WARE-PUJ1005,23/8/2019,2/11/2019,25/11/2019,27/11/2019,USD,22,50,322,33
SO - 0004471,In-Store,WARE-NMK1003,15/5/2019,2/11/2019,10/11/2019,16/11/2019,USD,6,39,93,23
SO - 0004472,Online,WARE-XYS1001,23/8/2019,2/11/2019,22/11/2019,28/11/2019,USD,16,37,58,21
SO - 0004473,Wholesale,WARE-XYS1001,23/8/2019,3/11/2019,5/11/2019,9/11/2019,USD,26,5,13,21
SO - 0004474,In-Store,WARE-UHY1004,23/8/2019,3/11/2019,9/11/2019,14/11/2019,USD,12,32,208,4
SO - 0004475,In-Store,WARE-UHY1004,23/8/2019,3/11/2019,24/11/2019,28/11/2019,USD,3,41,248,36
SO - 0004476,Distributor,WARE-UHY1004,23/8/2019,3/11/2019,16/11/2019,23/11/2019,USD,23,46,252,30
SO - 0004477,Online,WARE-NMK1003,23/8/2019,4/11/2019,1/12/2019,11/12/2019,USD,20,50,121,7
SO - 0004478,Online,WARE-NMK1003,23/8/2019,4/11/2019,23/11/2019,3/12/2019,USD,16,1,110,18
SO - 0004479,Online,WARE-PUJ1005,15/5/2019,4/11/2019,25/11/2019,29/11/2019,USD,13,37,328,36
SO - 0004480,In-Store,WARE-XYS1001,23/8/2019,4/11/2019,11/11/2019,21/11/2019,USD,11,10,17,47
SO - 0004481,In-Store,WARE-NMK1003,15/5/2019,4/11/2019,29/11/2019,1/12/2019,USD,6,15,170,7
SO - 0004482,Online,WARE-NMK1003,23/8/2019,4/11/2019,16/11/2019,19/11/2019,USD,20,50,189,17
SO - 0004483,In-Store,WARE-UHY1004,23/8/2019,4/11/2019,29/11/2019,5/12/2019,USD,9,27,236,9
SO - 0004484,In-Store,WARE-PUJ1005,23/8/2019,4/11/2019,24/11/2019,25/11/2019,USD,11,44,310,3
SO - 0004485,Distributor,WARE-NBV1002,23/8/2019,4/11/2019,15/11/2019,25/11/2019,USD,22,7,65,8
SO - 0004486,Online,WARE-NMK1003,23/8/2019,4/11/2019,18/11/2019,28/11/2019,USD,13,45,112,44
SO - 0004487,Wholesale,WARE-PUJ1005,23/8/2019,4/11/2019,12/11/2019,16/11/2019,USD,27,37,266,43
SO - 0004488,Wholesale,WARE-NMK1003,15/5/2019,5/11/2019,15/11/2019,21/11/2019,USD,27,39,182,37
SO - 0004489,Wholesale,WARE-PUJ1005,23/8/2019,5/11/2019,3/12/2019,12/12/2019,USD,27,13,288,31
SO - 0004490,Online,WARE-XYS1001,23/8/2019,5/11/2019,19/11/2019,28/11/2019,USD,19,18,16,34
SO - 0004491,In-Store,WARE-XYS1001,23/8/2019,5/11/2019,1/12/2019,10/12/2019,USD,7,3,28,47
SO - 0004492,Online,WARE-MKL1006,15/5/2019,5/11/2019,18/11/2019,20/11/2019,USD,17,50,364,21
SO - 0004493,Distributor,WARE-PUJ1005,15/5/2019,5/11/2019,17/11/2019,22/11/2019,USD,25,16,321,4
SO - 0004494,Online,WARE-NMK1003,23/8/2019,5/11/2019,13/11/2019,14/11/2019,USD,16,13,102,21
SO - 0004495,Distributor,WARE-XYS1001,23/8/2019,6/11/2019,18/11/2019,28/11/2019,USD,24,19,41,2
SO - 0004496,In-Store,WARE-MKL1006,15/5/2019,6/11/2019,20/11/2019,21/11/2019,USD,6,10,337,42
SO - 0004497,Distributor,WARE-NMK1003,23/8/2019,6/11/2019,29/11/2019,5/12/2019,USD,21,22,95,10
SO - 0004498,In-Store,WARE-PUJ1005,23/8/2019,6/11/2019,11/11/2019,19/11/2019,USD,3,2,323,40
SO - 0004499,In-Store,WARE-NMK1003,15/5/2019,6/11/2019,2/12/2019,3/12/2019,USD,4,48,104,29
SO - 0004500,In-Store,WARE-PUJ1005,15/5/2019,6/11/2019,9/11/2019,14/11/2019,USD,2,46,262,47
SO - 0004501,Online,WARE-NBV1002,23/8/2019,6/11/2019,22/11/2019,30/11/2019,USD,16,2,68,38
SO - 0004502,Distributor,WARE-NMK1003,23/8/2019,6/11/2019,27/11/2019,28/11/2019,USD,24,9,156,37
SO - 0004503,Online,WARE-MKL1006,23/8/2019,7/11/2019,11/11/2019,17/11/2019,USD,20,45,341,2
SO - 0004504,In-Store,WARE-NBV1002,23/8/2019,7/11/2019,19/11/2019,20/11/2019,USD,4,12,69,14
SO - 0004505,In-Store,WARE-PUJ1005,23/8/2019,7/11/2019,24/11/2019,30/11/2019,USD,4,49,287,21
SO - 0004506,Distributor,WARE-PUJ1005,23/8/2019,7/11/2019,30/11/2019,2/12/2019,USD,23,1,307,23
SO - 0004507,Distributor,WARE-NMK1003,15/5/2019,7/11/2019,28/11/2019,6/12/2019,USD,24,39,124,20
SO - 0004508,Distributor,WARE-NMK1003,23/8/2019,7/11/2019,1/12/2019,2/12/2019,USD,21,33,105,2
SO - 0004509,Online,WARE-PUJ1005,23/8/2019,7/11/2019,23/11/2019,3/12/2019,USD,13,39,281,35
SO - 0004510,Online,WARE-NMK1003,23/8/2019,7/11/2019,29/11/2019,6/12/2019,USD,20,36,103,7
SO - 0004511,Distributor,WARE-XYS1001,15/5/2019,8/11/2019,26/11/2019,27/11/2019,USD,22,35,28,43
SO - 0004512,In-Store,WARE-XYS1001,23/8/2019,8/11/2019,29/11/2019,3/12/2019,USD,8,12,43,16
SO - 0004513,In-Store,WARE-NMK1003,23/8/2019,8/11/2019,11/11/2019,15/11/2019,USD,3,15,144,35
SO - 0004514,In-Store,WARE-NMK1003,23/8/2019,8/11/2019,29/11/2019,9/12/2019,USD,10,26,110,38
SO - 0004515,In-Store,WARE-UHY1004,23/8/2019,8/11/2019,2/12/2019,9/12/2019,USD,9,20,211,12
SO - 0004516,In-Store,WARE-NBV1002,23/8/2019,8/11/2019,20/11/2019,21/11/2019,USD,10,2,73,28
SO - 0004517,In-Store,WARE-UHY1004,23/8/2019,9/11/2019,3/12/2019,5/12/2019,USD,1,26,242,21
SO - 0004518,Online,WARE-NBV1002,23/8/2019,9/11/2019,11/11/2019,16/11/2019,USD,13,17,77,19
SO - 0004519,Distributor,WARE-MKL1006,23/8/2019,9/11/2019,4/12/2019,9/12/2019,USD,22,39,350,21
SO - 0004520,In-Store,WARE-MKL1006,23/8/2019,9/11/2019,18/11/2019,20/11/2019,USD,3,33,362,13
SO - 0004521,Online,WARE-PUJ1005,23/8/2019,10/11/2019,5/12/2019,13/12/2019,USD,17,30,281,41
SO - 0004522,In-Store,WARE-PUJ1005,15/5/2019,10/11/2019,28/11/2019,7/12/2019,USD,12,22,269,4
SO - 0004523,In-Store,WARE-XYS1001,15/5/2019,10/11/2019,25/11/2019,5/12/2019,USD,2,29,37,42
SO - 0004524,Distributor,WARE-UHY1004,15/5/2019,11/11/2019,30/11/2019,4/12/2019,USD,23,11,234,37
SO - 0004525,Distributor,WARE-PUJ1005,23/8/2019,11/11/2019,8/12/2019,18/12/2019,USD,24,14,296,1
SO - 0004526,Distributor,WARE-MKL1006,23/8/2019,11/11/2019,13/11/2019,14/11/2019,USD,20,25,331,36
SO - 0004527,In-Store,WARE-MKL1006,23/8/2019,11/11/2019,26/11/2019,2/12/2019,USD,5,15,364,27
SO - 0004528,Online,WARE-XYS1001,15/5/2019,11/11/2019,15/11/2019,21/11/2019,USD,19,24,8,35
SO - 0004529,Wholesale,WARE-PUJ1005,15/5/2019,11/11/2019,21/11/2019,27/11/2019,USD,28,19,266,20
SO - 0004530,In-Store,WARE-NBV1002,23/8/2019,11/11/2019,17/11/2019,26/11/2019,USD,8,44,67,2
SO - 0004531,Online,WARE-NMK1003,23/8/2019,11/11/2019,15/11/2019,24/11/2019,USD,20,25,104,28
SO - 0004532,Wholesale,WARE-MKL1006,23/8/2019,11/11/2019,21/11/2019,28/11/2019,USD,25,10,364,18
SO - 0004533,In-Store,WARE-NMK1003,23/8/2019,11/11/2019,14/11/2019,16/11/2019,USD,7,31,193,31
SO - 0004534,In-Store,WARE-PUJ1005,15/5/2019,12/11/2019,9/12/2019,16/12/2019,USD,3,6,323,8
SO - 0004535,Distributor,WARE-XYS1001,15/5/2019,12/11/2019,7/12/2019,17/12/2019,USD,23,5,47,45
SO - 0004536,In-Store,WARE-MKL1006,23/8/2019,12/11/2019,28/11/2019,2/12/2019,USD,1,41,330,13
SO - 0004537,Online,WARE-PUJ1005,23/8/2019,12/11/2019,2/12/2019,7/12/2019,USD,20,41,266,15
SO - 0004538,In-Store,WARE-PUJ1005,23/8/2019,12/11/2019,2/12/2019,3/12/2019,USD,10,34,282,22
SO - 0004539,In-Store,WARE-NMK1003,23/8/2019,12/11/2019,19/11/2019,20/11/2019,USD,10,11,95,26
SO - 0004540,Online,WARE-NMK1003,23/8/2019,13/11/2019,22/11/2019,2/12/2019,USD,16,15,131,13
SO - 0004541,Distributor,WARE-XYS1001,23/8/2019,13/11/2019,23/11/2019,1/12/2019,USD,21,4,16,5
SO - 0004542,Online,WARE-MKL1006,23/8/2019,13/11/2019,26/11/2019,29/11/2019,USD,15,1,364,40
SO - 0004543,In-Store,WARE-NMK1003,23/8/2019,13/11/2019,5/12/2019,9/12/2019,USD,9,3,117,22
SO - 0004544,Distributor,WARE-NMK1003,23/8/2019,13/11/2019,21/11/2019,22/11/2019,USD,21,16,94,37
SO - 0004545,Online,WARE-NMK1003,23/8/2019,13/11/2019,29/11/2019,7/12/2019,USD,14,23,135,13
SO - 0004546,Distributor,WARE-NBV1002,23/8/2019,13/11/2019,15/11/2019,20/11/2019,USD,22,41,70,31
SO - 0004547,In-Store,WARE-NMK1003,23/8/2019,13/11/2019,29/11/2019,7/12/2019,USD,9,9,158,20
SO - 0004548,Online,WARE-XYS1001,23/8/2019,13/11/2019,24/11/2019,3/12/2019,USD,17,33,12,3
SO - 0004549,Online,WARE-MKL1006,23/8/2019,13/11/2019,20/11/2019,27/11/2019,USD,16,36,353,10
SO - 0004550,Distributor,WARE-MKL1006,23/8/2019,14/11/2019,30/11/2019,10/12/2019,USD,24,26,335,35
SO - 0004551,Online,WARE-XYS1001,15/5/2019,14/11/2019,29/11/2019,1/12/2019,USD,18,42,13,30
SO - 0004552,In-Store,WARE-NBV1002,15/5/2019,14/11/2019,9/12/2019,13/12/2019,USD,11,38,65,4
SO - 0004553,In-Store,WARE-MKL1006,23/8/2019,14/11/2019,9/12/2019,19/12/2019,USD,3,26,329,17
SO - 0004554,Distributor,WARE-NBV1002,23/8/2019,14/11/2019,1/12/2019,7/12/2019,USD,22,2,84,41
SO - 0004555,In-Store,WARE-MKL1006,23/8/2019,14/11/2019,1/12/2019,10/12/2019,USD,10,38,353,37
SO - 0004556,In-Store,WARE-XYS1001,23/8/2019,14/11/2019,10/12/2019,16/12/2019,USD,1,37,6,19
SO - 0004557,In-Store,WARE-PUJ1005,23/8/2019,14/11/2019,17/11/2019,21/11/2019,USD,3,31,286,18
SO - 0004558,In-Store,WARE-UHY1004,23/8/2019,14/11/2019,12/12/2019,20/12/2019,USD,8,44,237,6
SO - 0004559,Online,WARE-PUJ1005,23/8/2019,14/11/2019,10/12/2019,15/12/2019,USD,17,5,280,12
SO - 0004560,In-Store,WARE-UHY1004,23/8/2019,14/11/2019,28/11/2019,8/12/2019,USD,2,22,259,18
SO - 0004561,Distributor,WARE-UHY1004,23/8/2019,14/11/2019,1/12/2019,8/12/2019,USD,22,27,253,23
SO - 0004562,In-Store,WARE-NBV1002,23/8/2019,14/11/2019,2/12/2019,5/12/2019,USD,5,13,86,45
SO - 0004563,In-Store,WARE-NMK1003,23/8/2019,15/11/2019,30/11/2019,3/12/2019,USD,12,32,105,33
SO - 0004564,Online,WARE-NMK1003,15/5/2019,15/11/2019,21/11/2019,29/11/2019,USD,18,43,188,30
SO - 0004565,Online,WARE-NMK1003,23/8/2019,15/11/2019,5/12/2019,13/12/2019,USD,14,19,142,6
SO - 0004566,Wholesale,WARE-XYS1001,23/8/2019,15/11/2019,30/11/2019,9/12/2019,USD,27,40,10,1
SO - 0004567,In-Store,WARE-NMK1003,15/5/2019,15/11/2019,12/12/2019,15/12/2019,USD,10,12,185,37
SO - 0004568,Distributor,WARE-NMK1003,23/8/2019,15/11/2019,4/12/2019,6/12/2019,USD,25,38,120,36
SO - 0004569,Online,WARE-PUJ1005,15/5/2019,15/11/2019,2/12/2019,10/12/2019,USD,19,42,282,40
SO - 0004570,Wholesale,WARE-UHY1004,23/8/2019,15/11/2019,1/12/2019,9/12/2019,USD,28,6,237,34
SO - 0004571,Wholesale,WARE-UHY1004,23/8/2019,15/11/2019,2/12/2019,7/12/2019,USD,27,25,220,9
